,x,y,z,idx
13749,75.429695,55.0,39.0,0
13750,14.7661705,56.0,39.0,0
13751,16.896782,56.0,39.0,0
13752,16.0,56.0,39.883904,0
13753,17.0,56.05854,39.0,0
13754,18.0,56.48173,39.0,0
13755,19.0,56.0,39.812294,0
13756,20.719563,56.0,39.0,0
13757,20.0,56.0,39.63246,0
13758,21.0,56.280437,39.0,0
13759,22.0,56.36955,39.0,0
13760,23.0,56.35236,39.0,0
13761,46.243217,56.0,39.0,0
13762,48.622406,56.0,39.0,0
13763,75.36639,56.0,39.0,0
13764,14.910471,57.0,39.0,0
13765,15.0,57.08953,39.0,0
13766,18.099558,57.0,39.0,0
13767,18.0,57.0,39.099556,0
13768,19.0,57.780586,39.0,0
13769,22.0,57.0,39.868645,0
13770,23.951614,57.0,39.0,0
13771,23.0,57.0,39.88468,0
13772,46.2465,57.0,39.0,0
13773,46.0,57.0,39.2465,0
13774,48.623383,57.0,39.0,0
13775,75.27575,57.0,39.0,0
13776,15.898115,58.0,39.0,0
13777,15.0,58.976006,39.0,0
13778,16.0,58.46441,39.0,0
13779,19.219414,58.0,39.0,0
13780,19.0,58.0,39.219414,0
13781,20.0,58.730915,39.0,0
13782,21.0,58.86946,39.0,0
13783,23.770205,58.0,39.0,0
13784,23.0,58.89551,39.0,0
13785,46.22744,58.0,39.0,0
13786,46.0,58.0,39.22744,0
13787,48.614834,58.0,39.0,0
13788,75.141014,58.0,39.0,0
13789,75.0,58.141018,39.0,0
13790,14.9760065,59.0,39.0,0
13791,15.158179,59.0,39.0,0
13792,15.0,59.0,39.023994,0
13793,16.39358,59.0,39.0,0
13794,16.0,59.319286,39.0,0
13795,21.130539,59.0,39.0,0
13796,21.0,59.0,39.13054,0
13797,22.895512,59.0,39.0,0
13798,22.0,59.893784,39.0,0
13799,27.0,59.0,39.35206,0
13800,46.223557,59.0,39.0,0
13801,46.0,59.0,39.223557,0
13802,47.0,59.990967,39.0,0
13803,48.16978,59.0,39.0,0
13804,48.0,59.0,39.493748,0
13805,74.22443,59.0,39.0,0
13806,14.654039,60.0,39.0,0
13807,15.0,60.0,39.345963,0
13808,16.0,60.0,39.218098,0
13809,17.0,60.0,39.88311,0
13810,26.0,60.0,39.405163,0
13811,27.0,60.0,39.303165,0
13812,28.0,60.0,39.833874,0
13813,46.0,60.0,39.26851,0
13814,47.09857,60.0,39.0,0
13815,47.0,60.0,39.009033,0
13816,48.09812,60.0,39.0,0
13817,48.0,60.0,39.281147,0
13818,74.13379,60.0,39.0,0
13819,14.602311,61.0,39.0,0
13820,15.0,61.0,39.39769,0
13821,16.0,61.0,39.441273,0
13822,24.0,61.0,39.329716,0
13823,25.0,61.0,39.36754,0
13824,26.0,61.0,39.31349,0
13825,27.0,61.0,39.137287,0
13826,45.0,61.0,39.43686,0
13827,46.0,61.0,39.34411,0
13828,47.93449,61.0,39.0,0
13829,47.0,61.0,39.1042,0
13830,48.008938,61.0,39.0,0
13831,48.0,61.07632,39.0,0
13832,48.0,61.0,39.024166,0
13833,74.1759,61.0,39.0,0
13834,74.0,61.175907,39.0,0
13835,14.7288065,62.0,39.0,0
13836,15.0,62.271194,39.0,0
13837,15.0,62.0,39.271194,0
13838,16.0,62.0,39.38023,0
13839,23.0,62.205357,39.0,0
13840,23.0,62.0,39.205357,0
13841,24.0,62.16901,39.0,0
13842,24.0,62.0,39.16901,0
13843,25.0,62.209873,39.0,0
13844,25.0,62.0,39.209873,0
13845,26.0,62.114193,39.0,0
13846,26.0,62.0,39.114193,0
13847,27.0,62.078205,39.0,0
13848,45.0,62.0,39.470337,0
13849,46.0,62.0,39.401062,0
13850,47.0,62.0,39.16022,0
13851,73.47464,62.0,39.0,0
13852,15.77536,63.0,39.0,0
13853,16.0,63.0,39.22464,0
13854,22.261513,63.0,39.0,0
13855,26.0,63.96954,39.0,0
13856,27.619293,63.0,39.0,0
13857,27.0,63.0,39.226315,0
13858,28.0,63.982224,39.0,0
13859,46.0,63.0,39.429813,0
13860,47.0,63.0,39.62889,0
13861,73.476524,63.0,39.0,0
13862,15.92164,64.0,39.0,0
13863,16.0,64.07836,39.0,0
13864,16.0,64.0,39.07836,0
13865,17.0,64.0,39.253582,0
13866,22.112495,64.0,39.0,0
13867,22.0,64.112495,39.0,0
13868,25.969538,64.0,39.0,0
13869,25.0,64.752686,39.0,0
13870,26.79394,64.0,39.0,0
13871,26.0,64.0,39.03046,0
13872,27.0,64.04393,39.0,0
13873,27.0,64.0,39.16307,0
13874,28.002472,64.0,39.0,0
13875,28.0,64.00447,39.0,0
13876,28.0,64.0,39.01524,0
13877,46.0,64.0,39.988407,0
13878,73.445175,64.0,39.0,0
13879,16.806635,65.0,39.0,0
13880,17.0,65.0,39.193363,0
13881,21.280066,65.0,39.0,0
13882,22.0,65.9988,39.0,0
13883,24.752686,65.0,39.0,0
13884,24.0,65.813,39.0,0
13885,27.0,65.0,39.77568,0
13886,73.38243,65.0,39.0,0
13887,16.929966,66.0,39.0,0
13888,17.0,66.07004,39.0,0
13889,17.0,66.0,39.070034,0
13890,22.025063,66.0,39.0,0
13891,22.0,66.0,39.00921,0
13892,23.168617,66.0,39.0,0
13893,23.0,66.25779,39.0,0
13894,73.284515,66.0,39.0,0
13895,17.842323,67.0,39.0,0
13896,18.0,67.15768,39.0,0
13897,18.0,67.0,39.157677,0
13898,19.0,67.25915,39.0,0
13899,22.0,67.0,39.64881,0
13900,73.17124,67.0,39.0,0
13901,73.0,67.17124,39.0,0
13902,19.780367,68.0,39.0,0
13903,20.0,68.219635,39.0,0
13904,20.0,68.0,39.219635,0
13905,21.0,68.28873,39.0,0
13906,72.29018,68.0,39.0,0
13907,21.790577,69.0,39.0,0
13908,72.15793,69.0,39.0,0
13909,72.0,69.15793,39.0,0
13910,21.707834,70.0,39.0,0
13911,71.31619,70.0,39.0,0
13912,72.0,70.0,39.881313,0
13913,21.52083,71.0,39.0,0
13914,71.236145,71.0,39.0,0
13915,21.493198,72.0,39.0,0
13916,22.0,72.5068,39.0,0
13917,22.0,72.0,39.5068,0
13918,71.13298,72.0,39.0,0
13919,71.0,72.13298,39.0,0
13920,22.612127,73.0,39.0,0
13921,70.253784,73.0,39.0,0
13922,70.0,73.253784,39.0,0
13923,22.588913,74.0,39.0,0
13924,69.32401,74.0,39.0,0
13925,22.55727,75.0,39.0,0
13926,69.21985,75.0,39.0,0
13927,69.0,75.21985,39.0,0
13928,22.52171,76.0,39.0,0
13929,68.39441,76.0,39.0,0
13930,69.0,76.0,39.834232,0
13931,22.488432,77.0,39.0,0
13932,22.0,77.87964,39.0,0
13933,22.0,77.0,39.799904,0
13934,68.28525,77.0,39.0,0
13935,68.0,77.28525,39.0,0
13936,21.87964,78.0,39.0,0
13937,67.34519,78.0,39.0,0
13938,21.756166,79.0,39.0,0
13939,67.22787,79.0,39.0,0
13940,67.0,79.22787,39.0,0
13941,21.683973,80.0,39.0,0
13942,66.39808,80.0,39.0,0
13943,21.670284,81.0,39.0,0
13944,66.21434,81.0,39.0,0
13945,66.0,81.21434,39.0,0
13946,21.683468,82.0,39.0,0
13947,65.31349,82.0,39.0,0
13948,65.0,82.31349,39.0,0
13949,21.769564,83.0,39.0,0
13950,64.29307,83.0,39.0,0
13951,64.0,83.29307,39.0,0
13952,65.0,83.0,39.883556,0
13953,21.853443,84.0,39.0,0
13954,22.0,84.14655,39.0,0
13955,63.27291,84.0,39.0,0
13956,64.0,84.0,39.84054,0
13957,22.496016,85.0,39.0,0
13958,22.0,85.0,39.7574,0
13959,63.178585,85.0,39.0,0
13960,63.0,85.17859,39.0,0
13961,22.529057,86.0,39.0,0
13962,22.0,86.0,39.828266,0
13963,62.31552,86.0,39.0,0
13964,62.0,86.31552,39.0,0
13965,63.0,86.0,39.91376,0
13966,22.578856,87.0,39.0,0
13967,22.0,87.0,39.898117,0
13968,61.362167,87.0,39.0,0
13969,62.0,87.0,39.82117,0
13970,22.653578,88.0,39.0,0
13971,60.0,88.33739,39.0,0
13972,61.078667,88.0,39.0,0
13973,61.0,88.07867,39.0,0
13974,22.72068,89.0,39.0,0
13975,59.322033,89.0,39.0,0
13976,60.0,89.0,39.80922,0
13977,22.816587,90.0,39.0,0
13978,23.0,90.18341,39.0,0
13979,59.09339,90.0,39.0,0
13980,59.0,90.09339,39.0,0
13981,23.548258,91.0,39.0,0
13982,23.0,91.0,39.572536,0
13983,57.0,91.37168,39.0,0
13984,58.102753,91.0,39.0,0
13985,58.0,91.10275,39.0,0
13986,23.5868,92.0,39.0,0
13987,23.0,92.0,39.666748,0
13988,56.294144,92.0,39.0,0
13989,56.0,92.29414,39.0,0
13990,23.687185,93.0,39.0,0
13991,24.0,93.31281,39.0,0
13992,54.0,93.32663,39.0,0
13993,55.171978,93.0,39.0,0
13994,55.0,93.17198,39.0,0
13995,24.543222,94.0,39.0,0
13996,24.0,94.0,39.656357,0
13997,53.327282,94.0,39.0,0
13998,53.0,94.327286,39.0,0
13999,24.707474,95.0,39.0,0
14000,25.0,95.29253,39.0,0
14001,51.0,95.428055,39.0,0
14002,52.256176,95.0,39.0,0
14003,52.0,95.25618,39.0,0
14004,25.70176,96.0,39.0,0
14005,26.0,96.29824,39.0,0
14006,27.0,96.47711,39.0,0
14007,49.0,96.32647,39.0,0
14008,50.256374,96.0,39.0,0
14009,50.0,96.25638,39.0,0
14010,27.694916,97.0,39.0,0
14011,27.0,97.0,39.904545,0
14012,28.0,97.305084,39.0,0
14013,29.0,97.34627,39.0,0
14014,47.0,97.36754,39.0,0
14015,48.18461,97.0,39.0,0
14016,48.0,97.18461,39.0,0
14017,29.919203,98.0,39.0,0
14018,30.0,98.080795,39.0,0
14019,31.0,98.35834,39.0,0
14020,32.0,98.472946,39.0,0
14021,44.0,98.44284,39.0,0
14022,45.0,98.36085,39.0,0
14023,46.217655,98.0,39.0,0
14024,46.0,98.21766,39.0,0
14025,32.799675,99.0,39.0,0
14026,33.0,99.200325,39.0,0
14027,34.0,99.26697,39.0,0
14028,35.0,99.31179,39.0,0
14029,36.0,99.413574,39.0,0
14030,37.0,99.46068,39.0,0
14031,38.0,99.44793,39.0,0
14032,39.0,99.40261,39.0,0
14033,40.0,99.33612,39.0,0
14034,41.0,99.31417,39.0,0
14035,42.0,99.276695,39.0,0
14036,43.18747,99.0,39.0,0
14037,43.0,99.18747,39.0,0
14038,36.0,10.902489,40.0,0
14039,37.0,10.8189945,40.0,0
14040,38.0,10.776226,40.0,0
14041,39.0,10.794871,40.0,0
14042,40.0,10.891205,40.0,0
14043,34.0,11.622267,40.0,0
14044,35.90249,11.0,40.0,0
14045,35.0,11.5821295,40.0,0
14046,36.0,11.0,40.09751,0
14047,37.0,11.0,40.181007,0
14048,38.0,11.0,40.223774,0
14049,39.0,11.0,40.205128,0
14050,40.108795,11.0,40.0,0
14051,40.0,11.0,40.108795,0
14052,41.0,11.501473,40.0,0
14053,42.0,11.575143,40.0,0
14054,43.0,11.72671,40.0,0
14055,32.0,12.618804,40.0,0
14056,33.62227,12.0,40.0,0
14057,33.0,12.616608,40.0,0
14058,34.0,12.0,40.37773,0
14059,35.0,12.0,40.41787,0
14060,43.27329,12.0,40.0,0
14061,43.0,12.0,40.27329,0
14062,44.0,12.525755,40.0,0
14063,45.0,12.654501,40.0,0
14064,46.0,12.910172,40.0,0
14065,31.618803,13.0,40.0,0
14066,31.0,13.647337,40.0,0
14067,32.0,13.0,40.381195,0
14068,33.0,13.0,40.383392,0
14069,46.08983,13.0,40.0,0
14070,46.0,13.0,40.08983,0
14071,47.0,13.674349,40.0,0
14072,48.0,13.828762,40.0,0
14073,30.647337,14.0,40.0,0
14074,30.0,14.650367,40.0,0
14075,48.171238,14.0,40.0,0
14076,48.0,14.0,40.171238,0
14077,49.0,14.610379,40.0,0
14078,50.0,14.7328415,40.0,0
14079,29.650366,15.0,40.0,0
14080,29.0,15.6339035,40.0,0
14081,30.0,15.0,40.349632,0
14082,50.26716,15.0,40.0,0
14083,50.0,15.0,40.26716,0
14084,51.0,15.602311,40.0,0
14085,52.0,15.706755,40.0,0
14086,53.0,15.853969,40.0,0
14087,23.0,16.84746,40.0,0
14088,28.633904,16.0,40.0,0
14089,28.0,16.60718,40.0,0
14090,28.0,16.0,40.60192,0
14091,53.14603,16.0,40.0,0
14092,53.0,16.0,40.14603,0
14093,54.0,16.684984,40.0,0
14094,55.0,16.83124,40.0,0
14095,17.0,17.898697,40.0,0
14096,18.0,17.63074,40.0,0
14097,19.0,17.558054,40.0,0
14098,20.0,17.519564,40.0,0
14099,21.0,17.51937,40.0,0
14100,22.84746,17.0,40.0,0
14101,22.0,17.551302,40.0,0
14102,23.15254,17.0,40.0,0
14103,23.0,17.0,40.152542,0
14104,24.0,17.69043,40.0,0
14105,27.60718,17.0,40.0,0
14106,27.0,17.576815,40.0,0
14107,27.0,17.0,40.588913,0
14108,55.16876,17.0,40.0,0
14109,55.0,17.0,40.16876,0
14110,56.0,17.717148,40.0,0
14111,57.0,17.905724,40.0,0
14112,16.898697,18.0,40.0,0
14113,16.0,18.616335,40.0,0
14114,17.0,18.0,40.101303,0
14115,18.0,18.0,40.369263,0
14116,24.30957,18.0,40.0,0
14117,24.0,18.0,40.30957,0
14118,25.0,18.728615,40.0,0
14119,26.576815,18.0,40.0,0
14120,26.0,18.661825,40.0,0
14121,57.094276,18.0,40.0,0
14122,57.0,18.0,40.094276,0
14123,58.0,18.768288,40.0,0
14124,14.0,19.732454,40.0,0
14125,15.616334,19.0,40.0,0
14126,15.0,19.513992,40.0,0
14127,58.231712,19.0,40.0,0
14128,59.0,19.740257,40.0,0
14129,13.732455,20.0,40.0,0
14130,13.0,20.682964,40.0,0
14131,14.0,20.0,40.267544,0
14132,59.259743,20.0,40.0,0
14133,12.682964,21.0,40.0,0
14134,12.0,21.687527,40.0,0
14135,13.0,21.0,40.317036,0
14136,59.24177,21.0,40.0,0
14137,60.0,21.767439,40.0,0
14138,11.687526,22.0,40.0,0
14139,11.0,22.73829,40.0,0
14140,12.0,22.0,40.312473,0
14141,60.23256,22.0,40.0,0
14142,61.0,22.540476,40.0,0
14143,62.0,22.596111,40.0,0
14144,63.0,22.666746,40.0,0
14145,10.738292,23.0,40.0,0
14146,11.0,23.0,40.261707,0
14147,63.333252,23.0,40.0,0
14148,63.0,23.0,40.333252,0
14149,64.0,23.60192,40.0,0
14150,65.0,23.72957,40.0,0
14151,10.552837,24.0,40.0,0
14152,10.0,24.633759,40.0,0
14153,65.27043,24.0,40.0,0
14154,66.0,24.70928,40.0,0
14155,9.633759,25.0,40.0,0
14156,9.0,25.85978,40.0,0
14157,10.0,25.0,40.36624,0
14158,66.29072,25.0,40.0,0
14159,67.0,25.699287,40.0,0
14160,8.859779,26.0,40.0,0
14161,9.0,26.0,40.14022,0
14162,67.30071,26.0,40.0,0
14163,67.0,26.0,40.300713,0
14164,68.0,26.701227,40.0,0
14165,8.657442,27.0,40.0,0
14166,9.0,27.0,40.342556,0
14167,68.298775,27.0,40.0,0
14168,68.0,27.0,40.29877,0
14169,69.0,27.71789,40.0,0
14170,8.558502,28.0,40.0,0
14171,8.0,28.706934,40.0,0
14172,69.28211,28.0,40.0,0
14173,69.0,28.0,40.282112,0
14174,70.0,28.764694,40.0,0
14175,7.7069345,29.0,40.0,0
14176,8.0,29.0,40.293064,0
14177,70.235306,29.0,40.0,0
14178,70.0,29.0,40.235306,0
14179,7.589162,30.0,40.0,0
14180,7.0,30.641659,40.0,0
14181,70.36797,30.0,40.0,0
14182,71.0,30.67288,40.0,0
14183,6.641659,31.0,40.0,0
14184,6.0,31.61908,40.0,0
14185,71.32712,31.0,40.0,0
14186,71.0,31.0,40.32712,0
14187,5.6190796,32.0,40.0,0
14188,5.0,32.630024,40.0,0
14189,71.39282,32.0,40.0,0
14190,72.0,32.707115,40.0,0
14191,4.630024,33.0,40.0,0
14192,4.0,33.77471,40.0,0
14193,72.292885,33.0,40.0,0
14194,72.0,33.0,40.292885,0
14195,3.774712,34.0,40.0,0
14196,72.275375,34.0,40.0,0
14197,3.605328,35.0,40.0,0
14198,72.303345,35.0,40.0,0
14199,73.0,35.64166,40.0,0
14200,3.544499,36.0,40.0,0
14201,73.35834,36.0,40.0,0
14202,73.0,36.0,40.35834,0
14203,74.0,36.664993,40.0,0
14204,3.5343459,37.0,40.0,0
14205,3.0,37.82975,40.0,0
14206,3.0,37.0,40.88921,0
14207,74.33501,37.0,40.0,0
14208,74.0,37.0,40.335007,0
14209,2.8297513,38.0,40.0,0
14210,74.40946,38.0,40.0,0
14211,2.9428992,39.0,40.0,0
14212,3.0,39.057102,40.0,0
14213,74.464935,39.0,40.0,0
14214,2.0,40.0,40.80221,0
14215,3.878807,40.0,40.0,0
14216,3.0,40.0,40.757195,0
14217,4.0,40.121193,40.0,0
14218,74.47003,40.0,40.0,0
14219,2.0,41.0,40.795555,0
14220,3.0,41.0,40.7153,0
14221,4.8595133,41.0,40.0,0
14222,4.0,41.0,40.6286,0
14223,5.0,41.92721,40.0,0
14224,34.0,41.0,40.32712,0
14225,74.41933,41.0,40.0,0
14226,75.0,41.644337,40.0,0
14227,3.0,42.0,40.847202,0
14228,4.0,42.0,40.717705,0
14229,5.0880656,42.0,40.0,0
14230,5.0,42.0,40.01828,0
14231,33.0,42.0,40.218315,0
14232,34.0,42.0,40.33004,0
14233,35.0,42.0,40.284145,0
14234,75.35567,42.0,40.0,0
14235,76.0,42.691803,40.0,0
14236,4.0,43.0,40.86191,0
14237,5.9739547,43.0,40.0,0
14238,5.0,43.0,40.68855,0
14239,31.0,43.799282,40.0,0
14240,32.0,43.0,40.069412,0
14241,33.0,43.0,40.251972,0
14242,34.0,43.0,40.29036,0
14243,35.0,43.0,40.24053,0
14244,76.3082,43.0,40.0,0
14245,76.0,43.0,40.308197,0
14246,5.7775292,44.0,40.0,0
14247,5.0,44.0,40.75823,0
14248,6.0,44.22247,40.0,0
14249,30.321213,44.0,40.0,0
14250,31.208567,44.0,40.0,0
14251,31.0,44.18436,40.0,0
14252,31.0,44.0,40.08563,0
14253,33.0,44.0,40.188183,0
14254,34.0,44.0,40.162247,0
14255,35.0,44.0,40.171486,0
14256,76.34734,44.0,40.0,0
14257,6.747423,45.0,40.0,0
14258,6.0,45.0,40.649605,0
14259,7.0,45.25258,40.0,0
14260,34.0,45.0,40.019173,0
14261,35.0,45.0,40.113342,0
14262,36.0,45.0,40.09985,0
14263,37.0,45.0,40.05001,0
14264,76.37197,45.0,40.0,0
14265,7.829751,46.0,40.0,0
14266,7.0,46.0,40.63974,0
14267,8.0,46.17025,40.0,0
14268,9.0,46.235935,40.0,0
14269,10.0,46.302467,40.0,0
14270,11.0,46.241566,40.0,0
14271,12.0,46.042484,40.0,0
14272,36.0,46.0,40.17883,0
14273,37.0,46.0,40.32187,0
14274,76.36797,46.0,40.0,0
14275,8.0,47.0,40.793736,0
14276,9.0,47.0,40.7535,0
14277,10.0,47.0,40.643738,0
14278,11.0,47.0,40.620186,0
14279,12.656821,47.0,40.0,0
14280,12.0,47.0,40.664196,0
14281,76.30578,47.0,40.0,0
14282,76.0,47.30578,40.0,0
14283,76.0,47.0,40.30578,0
14284,12.53486,48.0,40.0,0
14285,12.0,48.0,40.687187,0
14286,75.34162,48.0,40.0,0
14287,12.529561,49.0,40.0,0
14288,12.0,49.0,40.645233,0
14289,75.22334,49.0,40.0,0
14290,12.597906,50.0,40.0,0
14291,12.0,50.0,40.697006,0
14292,75.37041,50.0,40.0,0
14293,12.748429,51.0,40.0,0
14294,12.0,51.0,40.83574,0
14295,13.0,51.25157,40.0,0
14296,75.47385,51.0,40.0,0
14297,13.629454,52.0,40.0,0
14298,13.0,52.0,40.683468,0
14299,47.0,52.070347,40.0,0
14300,75.505135,52.0,40.0,0
14301,13.861912,53.0,40.0,0
14302,14.0,53.13809,40.0,0
14303,46.18413,53.0,40.0,0
14304,47.637245,53.0,40.0,0
14305,47.0,53.0,40.838512,0
14306,75.48894,53.0,40.0,0
14307,14.912563,54.0,40.0,0
14308,15.0,54.881897,40.0,0
14309,16.0,54.92094,40.0,0
14310,46.233196,54.0,40.0,0
14311,47.760303,54.0,40.0,0
14312,47.0,54.0,40.957184,0
14313,75.44351,54.0,40.0,0
14314,15.0,55.059147,40.0,0
14315,16.150593,55.0,40.0,0
14316,16.0,55.0,40.18398,0
14317,17.0,55.68091,40.0,0
14318,18.0,55.971733,40.0,0
14319,46.232136,55.0,40.0,0
14320,47.84105,55.0,40.0,0
14321,48.0,55.15895,40.0,0
14322,75.39808,55.0,40.0,0
14323,14.830495,56.0,40.0,0
14324,15.897679,56.0,40.0,0
14325,15.0,56.0,40.94398,0
14326,16.0,56.07626,40.0,0
14327,17.0,56.623592,40.0,0
14328,18.08238,56.0,40.0,0
14329,18.0,56.0,40.087376,0
14330,19.0,56.187706,40.0,0
14331,20.0,56.36754,40.0,0
14332,21.0,56.474743,40.0,0
14333,46.157166,56.0,40.0,0
14334,46.0,56.157166,40.0,0
14335,48.445602,56.0,40.0,0
14336,48.0,56.0,40.584087,0
14337,75.33659,56.0,40.0,0
14338,14.83599,57.0,40.0,0
14339,15.0,57.16401,40.0,0
14340,15.0,57.0,40.16401,0
14341,17.06377,57.0,40.0,0
14342,17.0,57.0,40.06377,0
14343,18.0,57.780586,40.0,0
14344,21.868647,57.0,40.0,0
14345,21.0,57.0,40.834736,0
14346,22.0,57.131355,40.0,0
14347,23.0,57.11532,40.0,0
14348,45.501675,57.0,40.0,0
14349,46.0,57.0,40.88921,0
14350,48.44489,57.0,40.0,0
14351,48.0,57.0,40.596367,0
14352,75.243835,57.0,40.0,0
14353,15.834735,58.0,40.0,0
14354,16.0,58.70017,40.0,0
14355,18.219414,58.0,40.0,0
14356,18.0,58.0,40.219414,0
14357,19.0,58.693184,40.0,0
14358,20.0,58.825073,40.0,0
14359,23.897245,58.0,40.0,0
14360,23.0,58.882996,40.0,0
14361,27.0,58.288723,40.0,0
14362,45.439583,58.0,40.0,0
14363,48.441917,58.0,40.0,0
14364,48.0,58.87659,40.0,0
14365,48.0,58.0,40.59778,0
14366,75.12341,58.0,40.0,0
14367,75.0,58.12341,40.0,0
14368,75.0,58.0,40.12341,0
14369,16.297184,59.0,40.0,0
14370,16.0,59.0,40.3587,0
14371,17.0,59.864082,40.0,0
14372,20.174929,59.0,40.0,0
14373,20.0,59.0,40.174927,0
14374,21.0,59.765327,40.0,0
14375,22.882994,59.0,40.0,0
14376,22.0,59.95129,40.0,0
14377,23.0,59.0,40.117004,0
14378,26.089828,59.0,40.0,0
14379,26.0,59.08983,40.0,0
14380,26.0,59.0,40.08983,0
14381,27.758228,59.0,40.0,0
14382,28.0,59.89619,40.0,0
14383,45.32004,59.0,40.0,0
14384,47.87659,59.0,40.0,0
14385,74.21655,59.0,40.0,0
14386,17.088642,60.0,40.0,0
14387,17.0,60.264854,40.0,0
14388,17.0,60.0,40.261692,0
14389,22.0,60.0,40.04871,0
14390,23.0,60.0,40.247314,0
14391,24.0,60.25994,40.0,0
14392,24.0,60.0,40.25994,0
14393,25.162247,60.0,40.0,0
14394,25.0,60.162247,40.0,0
14395,25.0,60.0,40.162247,0
14396,28.076162,60.0,40.0,0
14397,28.0,60.09118,40.0,0
14398,45.17025,60.0,40.0,0
14399,45.0,60.17025,40.0,0
14400,45.0,60.0,40.17025,0
14401,47.824337,60.0,40.0,0
14402,74.13081,60.0,40.0,0
14403,16.919506,61.0,40.0,0
14404,17.0,61.0,40.080494,0
14405,18.0,61.0,40.2315,0
14406,23.15563,61.0,40.0,0
14407,23.0,61.15563,40.0,0
14408,23.0,61.0,40.15563,0
14409,27.730915,61.0,40.0,0
14410,27.0,61.871643,40.0,0
14411,44.384483,61.0,40.0,0
14412,47.752277,61.0,40.0,0
14413,74.1625,61.0,40.0,0
14414,74.0,61.1625,40.0,0
14415,74.0,61.0,40.1625,0
14416,16.859514,62.0,40.0,0
14417,17.0,62.0,40.140488,0
14418,18.0,62.0,40.28137,0
14419,22.218536,62.0,40.0,0
14420,26.871641,62.0,40.0,0
14421,27.0,62.0,40.128357,0
14422,44.2993,62.0,40.0,0
14423,44.0,62.0,40.2993,0
14424,45.0,62.815628,40.0,0
14425,47.661354,62.0,40.0,0
14426,73.47504,62.0,40.0,0
14427,16.929033,63.0,40.0,0
14428,17.0,63.07097,40.0,0
14429,17.0,63.0,40.07097,0
14430,18.0,63.0,40.264053,0
14431,22.18628,63.0,40.0,0
14432,26.772345,63.0,40.0,0
14433,43.0,63.0,40.394936,0
14434,44.0,63.0,40.32054,0
14435,45.184372,63.0,40.0,0
14436,45.0,63.0,40.184372,0
14437,47.1404,63.0,40.0,0
14438,47.0,63.784184,40.0,0
14439,47.0,63.0,40.574135,0
14440,73.47003,63.0,40.0,0
14441,17.710548,64.0,40.0,0
14442,18.0,64.0,40.28945,0
14443,22.087736,64.0,40.0,0
14444,22.0,64.08774,40.0,0
14445,25.0,64.83449,40.0,0
14446,26.95983,64.0,40.0,0
14447,26.0,64.9988,40.0,0
14448,26.0,64.0,40.780365,0
14449,27.0,64.449165,40.0,0
14450,43.0,64.0,40.425095,0
14451,44.0,64.0,40.387333,0
14452,45.977493,64.0,40.0,0
14453,45.0,64.0,40.278194,0
14454,46.202187,64.0,40.0,0
14455,46.0,64.333336,40.0,0
14456,73.4304,64.0,40.0,0
14457,17.66531,65.0,40.0,0
14458,18.0,65.0,40.33469,0
14459,21.24301,65.0,40.0,0
14460,22.0,65.0,40.829502,0
14461,24.834484,65.0,40.0,0
14462,24.0,65.6755,40.0,0
14463,26.022831,65.0,40.0,0
14464,27.291157,65.0,40.0,0
14465,27.0,65.15018,40.0,0
14466,27.0,65.0,40.20122,0
14467,43.0,65.0,40.46973,0
14468,44.0,65.0,40.439133,0
14469,45.0,65.0,40.312645,0
14470,46.0,65.0,40.017437,0
14471,73.354614,65.0,40.0,0
14472,17.762178,66.0,40.0,0
14473,18.0,66.23782,40.0,0
14474,18.0,66.0,40.23782,0
14475,21.606726,66.0,40.0,0
14476,22.0,66.0,40.905724,0
14477,23.675497,66.0,40.0,0
14478,23.0,66.73265,40.0,0
14479,44.0,66.0,40.459312,0
14480,45.0,66.0,40.29948,0
14481,73.26171,66.0,40.0,0
14482,18.8844,67.0,40.0,0
14483,19.0,67.1156,40.0,0
14484,19.0,67.0,40.1156,0
14485,20.0,67.15588,40.0,0
14486,20.0,67.0,40.155888,0
14487,21.545279,67.0,40.0,0
14488,22.071974,67.0,40.0,0
14489,22.0,67.08909,40.0,0
14490,22.0,67.0,40.582718,0
14491,44.0,67.0,40.450657,0
14492,45.0,67.0,40.682674,0
14493,73.17639,67.0,40.0,0
14494,73.0,67.17639,40.0,0
14495,73.0,67.0,40.176395,0
14496,20.953247,68.0,40.0,0
14497,21.0,68.04675,40.0,0
14498,21.0,68.0,40.046753,0
14499,44.0,68.0,40.95623,0
14500,72.34022,68.0,40.0,0
14501,21.676647,69.0,40.0,0
14502,44.0,69.0,40.975834,0
14503,72.2083,69.0,40.0,0
14504,21.639591,70.0,40.0,0
14505,22.0,70.0,40.36041,0
14506,72.11868,70.0,40.0,0
14507,72.0,70.11868,40.0,0
14508,72.0,70.0,40.118687,0
14509,21.594963,71.0,40.0,0
14510,22.0,71.40504,40.0,0
14511,22.0,71.0,40.405037,0
14512,71.28525,71.0,40.0,0
14513,22.614971,72.0,40.0,0
14514,71.18604,72.0,40.0,0
14515,71.0,72.18604,40.0,0
14516,22.667227,73.0,40.0,0
14517,70.31485,73.0,40.0,0
14518,70.0,73.31485,40.0,0
14519,22.633326,74.0,40.0,0
14520,69.39109,74.0,40.0,0
14521,22.58618,75.0,40.0,0
14522,69.27575,75.0,40.0,0
14523,22.540476,76.0,40.0,0
14524,22.0,76.799904,40.0,0
